item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
Backpack,Free Size,Green,Accessories,Summer,3.5,58.0,No,Next Day Air,Credit Card,3033,26.0,Female,No,24.0,Quarterly,California
Bag,Free Size,Red,Accessories,Summer,3.159090909090909,737.5294936708862,No,Standard,Debit Card,4617,45.0,Male,Yes,18.0,Monthly,Los Angeles
Bag,Free Size,Red,Accessories,Autumn,4.0,737.5294936708862,Yes,Express,Debit Card,4092,55.0,Other,No,33.0,Monthly,Phoenix
Sunglasses,Free Size,Teal,Accessories,Winter,4.7,26.0,No,Free Shipping,Venmo,3257,60.0,Female,No,50.0,Every 3 Months,Wisconsin
Sunglasses,Free Size,Olive,Accessories,Fall,4.1,78.0,Yes,Next Day Air,Cash,1211,34.0,Male,No,5.0,Quarterly,Missouri
Scarf,Free Size,Turquoise,Accessories,Spring,4.1,91.0,Yes,Standard,PayPal,711,22.0,Male,Yes,26.0,Fortnightly,Virginia
Blouse,L,Violet,Clothing,Winter,4.7,95.0,No,Free Shipping,Debit Card,2443,53.0,Male,No,50.0,Bi-Weekly,Wyoming
Belt,Free Size,Purple,Accessories,Spring,3.2,48.0,No,2-Day Shipping,Credit Card,2553,61.0,Male,No,13.0,Annually,Maryland
Skirt,S,Magenta,Clothing,Summer,3.3,36.0,No,Store Pickup,Debit Card,3603,58.0,Female,No,40.0,Quarterly,Wyoming
Belt,Free Size,Maroon,Accessories,Spring,4.6,75.0,No,Express,Credit Card,2191,42.0,Male,No,33.0,Annually,Alaska
Sweater,L,Gold,Clothing,Fall,4.9,38.0,No,2-Day Shipping,Bank Transfer,1788,20.0,Male,No,10.0,Quarterly,Montana
T-shirt,M,Magenta,Clothing,Fall,4.5,76.0,No,Standard,Venmo,2451,68.0,Male,No,7.0,Quarterly,North Carolina
Headphones,Not Applicable,White,Electronics,Winter,3.1139240506329116,825.1690217391305,No,Standard,Cash,4409,31.0,Male,Yes,0.0,Quarterly,Phoenix
Socks,M,Gold,Clothing,Summer,3.5,83.0,No,Next Day Air,Debit Card,3728,41.0,Female,No,17.0,Bi-Weekly,Maine
Blouse,L,Purple,Clothing,Spring,3.0,49.0,Yes,Express,Credit Card,1553,54.0,Male,No,20.0,Monthly,New Mexico
Bag,Free Size,Red,Accessories,Spring,4.0,982.87,No,Standard,PayPal,4689,69.0,Male,No,24.0,Monthly,Houston
Jeans,M,Turquoise,Clothing,Winter,4.2,90.0,Yes,Standard,Venmo,228,50.0,Male,Yes,25.0,Fortnightly,Rhode Island
Coat,M,Brown,Outerwear,Summer,4.2,94.0,Yes,Next Day Air,Debit Card,55,47.0,Male,Yes,35.0,Bi-Weekly,New Mexico
Bag,Free Size,Black,Accessories,Summer,2.0,737.5294936708862,Yes,Standard,PayPal,4504,29.0,Male,No,0.0,Monthly,Los Angeles
Belt,Free Size,Red,Accessories,Fall,3.1,34.0,No,Store Pickup,Debit Card,3158,21.0,Female,No,5.0,Fortnightly,Maine
Hat,Free Size,Charcoal,Accessories,Fall,3.3,41.0,No,Express,Cash,2675,40.0,Female,No,15.0,Every 3 Months,Florida
Dress,M,Silver,Clothing,Summer,4.8,82.0,No,Next Day Air,Credit Card,2954,45.0,Female,No,11.0,Annually,Maryland
Blouse,L,Silver,Clothing,Summer,4.4,57.0,Yes,Next Day Air,Debit Card,722,43.0,Male,Yes,41.0,Every 3 Months,California
Shirt,M,Green,Clothing,Autumn,5.0,261.1362046204621,Yes,Express,Credit Card,4812,70.0,Male,Yes,6.0,Quarterly,Los Angeles
Shoes,M,White,Footwear,Spring,2.0,666.08,No,Express,Debit Card,4878,54.0,Male,Yes,36.0,Weekly,New York
Sunglasses,Free Size,Red,Accessories,Fall,3.2,42.0,No,Free Shipping,Cash,2535,41.0,Male,No,22.0,Weekly,Virginia
Shorts,M,Lavender,Clothing,Fall,4.0,26.0,Yes,Standard,Debit Card,157,35.0,Male,Yes,40.0,Annually,Missouri
Gloves,Free Size,Turquoise,Accessories,Winter,4.6,36.0,No,Express,PayPal,1863,59.0,Male,No,10.0,Fortnightly,New Hampshire
Socks,M,Pink,Clothing,Winter,3.3,22.0,No,Standard,PayPal,3635,59.0,Female,No,17.0,Annually,Ohio
Socks,M,Purple,Clothing,Winter,3.0,77.0,No,Free Shipping,Venmo,3684,30.0,Female,No,17.0,Fortnightly,Mississippi
Shirt,M,Gold,Clothing,Summer,3.0,42.0,No,Standard,Bank Transfer,3824,50.0,Female,No,27.0,Weekly,California
Phone,Not Applicable,Blue,Electronics,Summer,3.0,794.92,Yes,Standard,Credit Card,4179,46.0,Other,No,14.0,Monthly,Phoenix
Sunglasses,Free Size,Turquoise,Accessories,Winter,4.2,26.0,No,Next Day Air,Bank Transfer,3754,39.0,Female,No,22.0,Fortnightly,Louisiana
Headphones,Not Applicable,Red,Electronics,Winter,1.0,825.1690217391305,Yes,Express,Debit Card,4644,38.0,Female,Yes,25.0,Weekly,Los Angeles
Shirt,M,Green,Clothing,Fall,3.5,36.0,No,Store Pickup,Venmo,1922,47.0,Male,No,13.0,Annually,Michigan
Backpack,Free Size,Green,Accessories,Summer,2.8,30.0,No,Next Day Air,Venmo,3762,60.0,Female,No,3.0,Every 3 Months,Nevada
Jeans,S,Charcoal,Clothing,Summer,4.4,71.0,No,Standard,Cash,1715,30.0,Male,No,15.0,Monthly,South Dakota
Boots,M,Cyan,Footwear,Spring,2.9,45.0,Yes,Next Day Air,Venmo,502,64.0,Male,Yes,21.0,Annually,Florida
Pants,L,Pink,Clothing,Fall,4.0,40.0,No,Express,Credit Card,2963,57.0,Female,No,42.0,Every 3 Months,California
Headphones,Not Applicable,Black,Electronics,Spring,2.0,577.19,Yes,Express,Credit Card,4925,18.0,Other,Yes,0.0,Monthly,Los Angeles
Handbag,Free Size,Turquoise,Accessories,Spring,2.9,63.0,No,2-Day Shipping,Credit Card,2689,53.0,Female,No,18.0,Every 3 Months,West Virginia
Handbag,Free Size,Turquoise,Accessories,Spring,2.9,63.0,No,2-Day Shipping,Credit Card,2689,53.0,Female,No,18.0,Every 3 Months,West Virginia
Blouse,L,Red,Clothing,Summer,4.0,90.0,Yes,Express,PayPal,1364,36.0,Male,No,47.0,Quarterly,Wisconsin
Skirt,S,Magenta,Clothing,Spring,4.2,25.0,Yes,Free Shipping,PayPal,1575,18.0,Male,No,32.0,Bi-Weekly,Minnesota
Sneakers,L,Green,Footwear,Spring,3.2,73.0,No,Express,Debit Card,3633,27.0,Female,No,3.0,Quarterly,Utah
Socks,S,Peach,Clothing,Spring,4.0,63.0,Yes,Next Day Air,Bank Transfer,623,69.0,Male,Yes,44.0,Fortnightly,Georgia
Shirt,M,Red,Clothing,Spring,1.0,261.1362046204621,Yes,Standard,Cash,4349,18.0,Male,No,0.0,Quarterly,New York
Sunglasses,Free Size,Black,Accessories,Spring,3.4,45.0,No,Express,PayPal,3531,62.0,Female,No,37.0,Weekly,Oklahoma
Pants,XL,Beige,Clothing,Fall,3.1,21.0,No,2-Day Shipping,Cash,2068,60.0,Male,No,23.0,Fortnightly,Maryland
Dress,L,Yellow,Clothing,Fall,3.7,81.0,No,Standard,Venmo,1968,37.0,Male,No,4.0,Annually,Georgia
Dress,XL,Lavender,Clothing,Winter,4.7,38.0,Yes,2-Day Shipping,Venmo,18,53.0,Male,Yes,36.0,Quarterly,Mississippi
Shoes,M,Maroon,Footwear,Winter,3.9,22.0,Yes,Free Shipping,PayPal,505,42.0,Male,Yes,26.0,Annually,Missouri
Jacket,S,Gold,Outerwear,Summer,3.3,30.0,Yes,Standard,PayPal,170,27.0,Male,Yes,3.0,Every 3 Months,Nevada
Sweater,XL,Teal,Clothing,Spring,4.9,27.0,No,Store Pickup,Cash,3489,62.0,Female,No,7.0,Quarterly,Delaware
Coat,M,Yellow,Outerwear,Winter,2.9,23.0,No,Express,Venmo,1748,61.0,Male,No,41.0,Quarterly,New Hampshire
Scarf,Free Size,Turquoise,Accessories,Spring,3.2,72.0,No,2-Day Shipping,Bank Transfer,3803,70.0,Female,No,1.0,Monthly,Illinois
Shoes,M,Blue,Footwear,Spring,3.5454545454545454,277.3683027522936,Yes,Express,Cash,4305,45.0,Other,Yes,0.0,Monthly,Houston
Sweater,M,Beige,Clothing,Summer,2.6,88.0,Yes,Store Pickup,PayPal,842,55.0,Male,Yes,28.0,Fortnightly,Texas
Boots,S,Teal,Footwear,Winter,3.2,93.0,Yes,2-Day Shipping,Bank Transfer,1454,36.0,Male,No,41.0,Fortnightly,Virginia
Shirt,L,Turquoise,Clothing,Spring,5.0,78.0,No,Express,PayPal,2194,27.0,Male,No,8.0,Monthly,California
Hoodie,M,Cyan,Clothing,Summer,2.7,96.0,No,Free Shipping,Cash,2412,49.0,Male,No,35.0,Every 3 Months,Virginia
Belt,Free Size,Purple,Accessories,Spring,3.2,54.0,Yes,Standard,Credit Card,1349,19.0,Male,No,23.0,Fortnightly,Nebraska
Sandals,S,Teal,Footwear,Fall,2.9,83.0,No,Standard,PayPal,3704,30.0,Female,No,23.0,Every 3 Months,Michigan
Sneakers,M,Magenta,Footwear,Spring,4.2,25.0,Yes,Express,PayPal,681,58.0,Male,Yes,3.0,Annually,Tennessee
Headphones,Not Applicable,White,Electronics,Autumn,3.0,825.1690217391305,Yes,Standard,Debit Card,4914,44.0,Female,No,0.0,Weekly,Houston
Shirt,L,Blue,Clothing,Autumn,3.4741258741258743,876.68,Yes,Express,PayPal,5066,59.0,Other,Yes,0.0,Monthly,Chicago
Shoes,M,Beige,Footwear,Winter,3.0,46.0,No,Express,Bank Transfer,2622,48.0,Male,No,21.0,Annually,Maine
Shoes,M,Beige,Footwear,Winter,3.0,46.0,No,Express,Bank Transfer,2622,48.0,Male,No,21.0,Annually,Maine
Scarf,Free Size,Violet,Accessories,Summer,3.6,91.0,Yes,Standard,Debit Card,1169,68.0,Male,No,37.0,Fortnightly,Mississippi
Sandals,L,Green,Footwear,Winter,4.3,71.0,No,Next Day Air,Debit Card,2241,57.0,Male,No,18.0,Every 3 Months,California
Boots,L,Peach,Footwear,Spring,3.5,37.0,No,2-Day Shipping,Credit Card,3035,51.0,Female,No,25.0,Quarterly,Utah
Shirt,L,Black,Clothing,Summer,3.4741258741258743,261.1362046204621,No,Standard,Debit Card,4870,47.0,Male,Yes,33.0,Monthly,Phoenix
Handbag,Free Size,Green,Accessories,Winter,4.4,33.0,No,Standard,Venmo,2022,62.0,Male,No,48.0,Quarterly,Maine
Hat,Free Size,Turquoise,Accessories,Summer,3.7,60.0,No,Next Day Air,Cash,2477,60.0,Male,No,28.0,Monthly,Colorado
Sweater,M,Violet,Clothing,Winter,2.5,65.0,Yes,Next Day Air,Venmo,134,52.0,Male,Yes,25.0,Annually,Montana
Shorts,M,Purple,Clothing,Summer,4.3,46.0,Yes,Store Pickup,Venmo,264,27.0,Male,Yes,29.0,Monthly,Iowa
Hat,Free Size,Green,Accessories,Spring,3.4,41.0,Yes,Standard,Cash,1617,26.0,Male,No,50.0,Quarterly,Colorado
Laptop,Not Applicable,Red,Electronics,Summer,3.1515151515151514,809.5398611111111,Yes,Standard,PayPal,4796,34.0,Female,No,0.0,Weekly,Houston
Belt,Free Size,Blue,Accessories,Winter,3.7,90.0,Yes,Free Shipping,Credit Card,1416,54.0,Male,No,12.0,Every 3 Months,Illinois
Shirt,M,Blue,Clothing,Spring,5.0,326.75,No,Standard,Debit Card,4756,29.0,Other,No,0.0,Weekly,New York
Belt,Free Size,Black,Accessories,Winter,4.9,43.0,Yes,Store Pickup,Bank Transfer,1546,48.0,Male,No,49.0,Annually,Delaware
Belt,Free Size,Maroon,Accessories,Spring,3.9,35.0,No,2-Day Shipping,Venmo,1798,62.0,Male,No,26.0,Weekly,Oregon
Shorts,L,Violet,Clothing,Winter,3.2,44.0,No,Express,Credit Card,2793,54.0,Female,No,11.0,Weekly,Kentucky
Shirt,L,Teal,Clothing,Summer,4.2,24.0,Yes,2-Day Shipping,PayPal,841,42.0,Male,Yes,18.0,Weekly,Alabama
Headphones,Not Applicable,Blue,Electronics,Autumn,5.0,825.1690217391305,Yes,Express,Cash,4849,61.0,Female,No,3.0,Quarterly,Phoenix
Laptop,Not Applicable,Green,Electronics,Autumn,3.0,809.5398611111111,No,Express,PayPal,4684,59.0,Male,Yes,28.0,Monthly,New York
Bag,Free Size,Green,Accessories,Summer,2.0,737.5294936708862,No,Standard,Credit Card,4087,22.0,Female,No,12.0,Weekly,New York
Gloves,Free Size,Turquoise,Accessories,Fall,2.6,97.0,Yes,Free Shipping,Debit Card,1226,28.0,Male,No,16.0,Weekly,North Carolina
Watch,Not Applicable,Red,Electronics,Summer,3.0759493670886076,662.1159090909091,No,Standard,Debit Card,4104,55.0,Other,No,0.0,Monthly,Phoenix
Handbag,Free Size,Red,Accessories,Summer,3.0,60.0,No,Next Day Air,Bank Transfer,3050,40.0,Female,No,41.0,Bi-Weekly,Utah
Belt,Free Size,Beige,Accessories,Fall,3.2,52.0,No,Standard,Credit Card,3178,55.0,Female,No,31.0,Monthly,Missouri
Sandals,M,Beige,Footwear,Fall,2.7,28.0,No,Store Pickup,Venmo,2855,36.0,Female,No,25.0,Monthly,Delaware
Jacket,L,Blue,Outerwear,Summer,4.2,50.0,Yes,Next Day Air,Cash,215,24.0,Male,Yes,41.0,Every 3 Months,Hawaii
Scarf,Free Size,Magenta,Accessories,Summer,3.8,31.0,No,Standard,Credit Card,3548,52.0,Female,No,23.0,Annually,Pennsylvania
Laptop,Not Applicable,Red,Electronics,Summer,4.0,1379.95,Yes,Express,Debit Card,4231,23.0,Other,No,11.0,Monthly,Los Angeles
Blouse,XL,Pink,Clothing,Winter,2.6,35.0,No,Free Shipping,Debit Card,2640,18.0,Male,No,33.0,Quarterly,New Hampshire
Sunglasses,Free Size,Turquoise,Accessories,Winter,3.6,99.0,Yes,Free Shipping,PayPal,909,26.0,Male,Yes,9.0,Every 3 Months,New Jersey
Backpack,Free Size,Cyan,Accessories,Winter,4.2,90.0,No,Free Shipping,Bank Transfer,2882,38.0,Female,No,6.0,Annually,Texas
Dress,M,Gold,Clothing,Winter,4.4,31.0,No,Free Shipping,Credit Card,3616,35.0,Female,No,4.0,Monthly,California
Hat,Free Size,Lavender,Accessories,Winter,4.8,73.0,No,Store Pickup,Cash,3631,65.0,Female,No,29.0,Weekly,Oklahoma
Shorts,M,Green,Clothing,Winter,2.7,66.0,No,Express,Credit Card,2917,62.0,Female,No,13.0,Bi-Weekly,Oklahoma
Gloves,Free Size,White,Accessories,Summer,4.7,28.0,Yes,2-Day Shipping,Debit Card,1633,35.0,Male,No,50.0,Every 3 Months,Oregon
Headphones,Not Applicable,Blue,Electronics,Spring,3.0,825.1690217391305,Yes,Standard,PayPal,4774,53.0,Other,Yes,0.0,Quarterly,Houston
Backpack,Free Size,Brown,Accessories,Fall,3.2,60.0,No,2-Day Shipping,Venmo,3254,36.0,Female,No,8.0,Fortnightly,Nebraska
Scarf,Free Size,Red,Accessories,Summer,4.8,86.0,No,Next Day Air,Credit Card,2462,28.0,Male,No,19.0,Weekly,Pennsylvania
Phone,Not Applicable,Green,Electronics,Spring,2.9156626506024095,302.16,Yes,Standard,Cash,5062,68.0,Other,Yes,37.0,Quarterly,Los Angeles
Laptop,Not Applicable,Blue,Electronics,Autumn,3.1515151515151514,809.5398611111111,No,Express,Credit Card,4358,25.0,Female,Yes,12.0,Quarterly,Phoenix
Hat,Free Size,Turquoise,Accessories,Fall,3.4,46.0,Yes,Standard,Cash,174,25.0,Male,Yes,30.0,Annually,Hawaii
Blouse,L,Pink,Clothing,Winter,2.6,20.0,Yes,2-Day Shipping,Credit Card,1216,66.0,Male,No,15.0,Every 3 Months,Oregon
Hoodie,M,Charcoal,Clothing,Summer,4.2,54.0,Yes,Free Shipping,Venmo,59,69.0,Male,Yes,29.0,Monthly,Missouri
Scarf,Free Size,Magenta,Accessories,Winter,3.4,35.0,No,Store Pickup,PayPal,2796,33.0,Female,No,49.0,Annually,Nebraska
Backpack,Free Size,Olive,Accessories,Fall,3.6,29.0,Yes,Express,Venmo,550,31.0,Male,Yes,37.0,Bi-Weekly,Arizona
Jacket,M,Magenta,Outerwear,Fall,4.3,25.0,Yes,Free Shipping,Credit Card,196,51.0,Male,Yes,34.0,Monthly,New York
Shoes,M,Green,Footwear,Autumn,3.5454545454545454,277.3683027522936,Yes,Express,PayPal,4626,43.0,Male,No,0.0,Quarterly,Los Angeles
Sandals,M,Gray,Footwear,Spring,4.0,41.0,No,2-Day Shipping,Venmo,2905,41.0,Female,No,43.0,Monthly,Iowa
Boots,L,Gray,Footwear,Spring,4.4,66.0,No,Store Pickup,Bank Transfer,3135,35.0,Female,No,47.0,Weekly,Kentucky
Shirt,L,Beige,Clothing,Fall,3.0,30.0,Yes,2-Day Shipping,PayPal,1507,35.0,Male,No,44.0,Quarterly,South Carolina
Headphones,Not Applicable,White,Electronics,Summer,3.1139240506329116,1257.7,Yes,Express,Cash,4621,46.0,Other,Yes,0.0,Quarterly,Phoenix
Sweater,M,Violet,Clothing,Summer,3.5,60.0,No,Store Pickup,Cash,3774,25.0,Female,No,41.0,Quarterly,Wisconsin
Shoes,XL,Violet,Footwear,Winter,4.6,52.0,No,2-Day Shipping,Cash,3532,54.0,Female,No,23.0,Quarterly,North Dakota
Laptop,Not Applicable,Red,Electronics,Spring,2.0,809.5398611111111,No,Standard,PayPal,4093,64.0,Female,Yes,0.0,Quarterly,Los Angeles
Sunglasses,Free Size,Purple,Accessories,Winter,3.5,48.0,Yes,Next Day Air,Bank Transfer,218,35.0,Male,Yes,24.0,Annually,Oklahoma
Skirt,S,Lavender,Clothing,Fall,3.1,80.0,No,Free Shipping,Bank Transfer,1852,28.0,Male,No,4.0,Fortnightly,Delaware
Shirt,S,White,Clothing,Winter,1.0,61.25,No,Standard,PayPal,4941,31.0,Male,Yes,8.0,Monthly,Los Angeles
Laptop,Not Applicable,Blue,Electronics,Spring,4.0,809.5398611111111,No,Standard,Cash,4729,53.0,Other,No,0.0,Monthly,Houston
Belt,Free Size,Orange,Accessories,Spring,3.1,20.0,No,Free Shipping,Debit Card,2894,69.0,Female,No,44.0,Every 3 Months,Kentucky
Jewelry,Free Size,Gold,Accessories,Fall,3.6,74.0,Yes,Express,Cash,1481,39.0,Male,No,26.0,Quarterly,New Hampshire
Hat,Free Size,Yellow,Accessories,Fall,4.7,95.0,No,2-Day Shipping,PayPal,1696,54.0,Male,No,1.0,Fortnightly,Nebraska
Jewelry,Free Size,Indigo,Accessories,Winter,2.5,76.0,Yes,Express,Cash,1174,44.0,Male,No,42.0,Bi-Weekly,South Dakota
Gloves,Free Size,Turquoise,Accessories,Winter,3.3,38.0,Yes,Free Shipping,Bank Transfer,688,19.0,Male,Yes,46.0,Quarterly,West Virginia
Shoes,L,Yellow,Footwear,Summer,4.6,82.0,No,2-Day Shipping,Cash,1953,57.0,Male,No,50.0,Bi-Weekly,Maryland
Headphones,Not Applicable,White,Electronics,Spring,3.1139240506329116,825.1690217391305,Yes,Express,Cash,4405,36.0,Other,No,12.0,Quarterly,Houston
Socks,M,Violet,Clothing,Spring,3.8,39.0,Yes,2-Day Shipping,PayPal,799,29.0,Male,Yes,48.0,Every 3 Months,Alaska
Jeans,S,Turquoise,Clothing,Summer,3.6,29.0,No,Store Pickup,Bank Transfer,2581,43.0,Male,No,13.0,Quarterly,Massachusetts
Phone,Not Applicable,White,Electronics,Spring,4.0,752.5371604938272,Yes,Standard,Credit Card,4513,69.0,Female,No,42.0,Monthly,Phoenix
Shirt,M,Green,Clothing,Summer,3.4741258741258743,261.1362046204621,No,Express,PayPal,4313,18.0,Female,No,0.0,Weekly,Phoenix
Hoodie,M,Black,Clothing,Spring,4.4,61.0,No,2-Day Shipping,PayPal,3403,22.0,Female,No,11.0,Every 3 Months,Louisiana
Sunglasses,Free Size,Black,Accessories,Fall,4.9,73.0,No,Free Shipping,Cash,2919,19.0,Female,No,36.0,Weekly,New York
T-shirt,XL,Black,Clothing,Spring,3.3,82.0,Yes,Next Day Air,Credit Card,393,26.0,Male,Yes,38.0,Annually,Idaho
Gloves,Free Size,Charcoal,Accessories,Summer,4.7,51.0,No,Next Day Air,Debit Card,2201,60.0,Male,No,27.0,Every 3 Months,Wyoming
Sneakers,L,Brown,Footwear,Winter,4.9,65.0,Yes,Store Pickup,PayPal,396,37.0,Male,Yes,2.0,Annually,Rhode Island
Laptop,Not Applicable,Red,Electronics,Spring,4.0,426.12,Yes,Standard,PayPal,4763,69.0,Other,No,50.0,Quarterly,New York
Sunglasses,Free Size,Magenta,Accessories,Summer,4.7,67.0,Yes,Store Pickup,PayPal,1398,55.0,Male,No,33.0,Annually,Massachusetts
Sandals,M,Lavender,Footwear,Winter,3.7,70.0,No,Express,PayPal,3001,57.0,Female,No,7.0,Weekly,Ohio
Shorts,L,Turquoise,Clothing,Summer,3.3,22.0,Yes,Next Day Air,Venmo,720,63.0,Male,Yes,42.0,Bi-Weekly,Mississippi
Scarf,Free Size,White,Accessories,Winter,2.9,79.0,Yes,Store Pickup,Debit Card,1241,41.0,Male,No,48.0,Annually,New Jersey
Dress,L,Red,Clothing,Summer,3.7,20.0,No,Express,PayPal,1894,28.0,Male,No,10.0,Fortnightly,Delaware
Laptop,Not Applicable,Black,Electronics,Winter,3.1515151515151514,809.5398611111111,Yes,Express,PayPal,4095,65.0,Male,No,0.0,Weekly,New York
Skirt,S,Purple,Clothing,Summer,4.6,33.0,No,Standard,Debit Card,1919,35.0,Male,No,33.0,Monthly,Idaho
Pants,M,Purple,Clothing,Summer,3.3,24.0,Yes,Store Pickup,Debit Card,315,30.0,Male,Yes,17.0,Every 3 Months,New Jersey
Shoes,L,Blue,Footwear,Winter,2.0,1283.66,No,Express,Debit Card,4681,53.0,Female,Yes,0.0,Quarterly,Los Angeles
Belt,Free Size,Olive,Accessories,Spring,4.0,56.0,Yes,Standard,Credit Card,358,18.0,Male,Yes,16.0,Bi-Weekly,Arkansas
T-shirt,L,Yellow,Clothing,Winter,4.1,45.0,Yes,Standard,Venmo,1661,59.0,Male,No,37.0,Monthly,Louisiana
Gloves,Free Size,Gray,Accessories,Winter,4.1,41.0,No,Standard,Venmo,3586,39.0,Female,No,4.0,Bi-Weekly,New York
Watch,Not Applicable,White,Electronics,Summer,3.0759493670886076,575.59,Yes,Express,Cash,4417,18.0,Other,No,29.0,Quarterly,New York
Pants,S,Turquoise,Clothing,Summer,3.4,25.0,Yes,Free Shipping,Venmo,1442,34.0,Male,No,3.0,Every 3 Months,Nebraska
Shoes,XL,Black,Footwear,Winter,2.0,1264.31,No,Express,Cash,4160,63.0,Female,No,31.0,Weekly,New York
Headphones,Not Applicable,Black,Electronics,Summer,2.0,825.1690217391305,No,Express,Credit Card,4227,29.0,Female,No,0.0,Monthly,New York
Shirt,M,Orange,Clothing,Winter,4.3,45.0,Yes,Next Day Air,Credit Card,1191,62.0,Male,No,31.0,Weekly,South Carolina
Bag,Free Size,White,Accessories,Spring,3.159090909090909,1400.99,Yes,Express,Debit Card,4300,40.0,Female,No,0.0,Monthly,Chicago
Bag,Free Size,Black,Accessories,Autumn,3.159090909090909,737.5294936708862,Yes,Standard,Cash,4199,44.0,Other,Yes,25.0,Monthly,Houston
Laptop,Not Applicable,White,Electronics,Spring,5.0,809.5398611111111,No,Express,Debit Card,4081,62.0,Female,No,0.0,Quarterly,New York
Gloves,Free Size,Magenta,Accessories,Spring,4.1,67.0,Yes,2-Day Shipping,Bank Transfer,1483,28.0,Male,No,43.0,Weekly,Wisconsin
T-shirt,M,Gray,Clothing,Fall,3.6,90.0,Yes,Express,Credit Card,977,34.0,Male,Yes,50.0,Every 3 Months,Florida
T-shirt,M,Orange,Clothing,Spring,4.1,68.0,No,Next Day Air,Cash,3134,58.0,Female,No,29.0,Bi-Weekly,Arkansas
Shirt,M,Green,Clothing,Autumn,3.4741258741258743,1163.93,Yes,Express,Debit Card,4217,53.0,Female,Yes,0.0,Weekly,New York
Socks,L,Pink,Clothing,Fall,4.7,50.0,No,Free Shipping,Bank Transfer,1824,62.0,Male,No,40.0,Bi-Weekly,Louisiana
Watch,Not Applicable,Blue,Electronics,Autumn,2.0,1036.05,Yes,Express,Credit Card,4061,29.0,Male,No,30.0,Monthly,New York
Bag,Free Size,Green,Accessories,Spring,3.0,1216.92,Yes,Standard,Cash,4478,42.0,Female,No,0.0,Weekly,Houston
Shirt,M,Turquoise,Clothing,Summer,2.7,67.0,No,Express,Debit Card,1695,20.0,Male,No,20.0,Fortnightly,Mississippi
Headphones,Not Applicable,White,Electronics,Summer,5.0,1388.46,No,Express,PayPal,4204,33.0,Female,No,16.0,Monthly,Chicago
Coat,S,Violet,Outerwear,Summer,4.7,75.0,No,Store Pickup,Bank Transfer,2863,68.0,Female,No,5.0,Every 3 Months,Hawaii
Shirt,XL,Black,Clothing,Summer,1.0,1238.25,Yes,Express,Debit Card,4622,,,,,,
Dress,S,Peach,Clothing,Summer,3.8,69.0,No,Express,Debit Card,2162,23.0,Male,No,5.0,Fortnightly,Washington
Dress,M,Red,Clothing,Winter,3.756172839506173,37.0,Yes,2-Day Shipping,Venmo,39,29.0,Male,Yes,44.0,Every 3 Months,Florida
Shorts,M,Yellow,Clothing,Summer,3.7,50.0,Yes,Store Pickup,Venmo,1225,62.0,Male,No,18.0,Weekly,Illinois
Shorts,M,Black,Clothing,Spring,5.0,28.0,No,Standard,Credit Card,3573,23.0,Female,No,25.0,Monthly,Rhode Island
Gloves,Free Size,Peach,Accessories,Winter,3.8585185185185185,49.0,Yes,Next Day Air,Bank Transfer,513,19.0,Male,Yes,2.0,Monthly,New York
Socks,S,Maroon,Clothing,Summer,3.4,67.0,No,Store Pickup,Debit Card,3482,52.0,Female,No,41.0,Bi-Weekly,Ohio
Blouse,XL,Charcoal,Clothing,Spring,4.2,74.0,No,Store Pickup,Credit Card,3514,30.0,Female,No,29.0,Fortnightly,Alaska
Watch,Not Applicable,Black,Electronics,Summer,3.0759493670886076,662.1159090909091,Yes,Express,Cash,4016,19.0,Male,No,33.0,Weekly,Houston
Coat,M,Silver,Outerwear,Summer,3.721875,69.0,Yes,2-Day Shipping,Credit Card,492,49.0,Male,Yes,24.0,Bi-Weekly,Vermont
Hoodie,S,Green,Clothing,Fall,4.9,95.0,No,2-Day Shipping,Cash,1762,21.0,Male,No,24.0,Weekly,Hawaii
Sweater,L,Purple,Clothing,Winter,3.2,89.0,No,Free Shipping,Debit Card,2212,50.0,Male,No,45.0,Every 3 Months,Maine
Bag,Free Size,Black,Accessories,Winter,1.0,1103.92,No,Standard,Cash,5022,68.0,Female,Yes,0.0,Quarterly,Los Angeles
Jeans,S,Lavender,Clothing,Winter,3.4,41.0,No,2-Day Shipping,Debit Card,2205,,,,,,
Bag,Free Size,Green,Accessories,Summer,3.159090909090909,1144.77,No,Express,Credit Card,4719,54.0,Female,Yes,9.0,Weekly,New York
Sandals,L,Teal,Footwear,Fall,4.2,47.0,Yes,Next Day Air,Cash,1444,58.0,Male,No,2.0,Monthly,Idaho
Headphones,Not Applicable,Red,Electronics,Winter,3.1139240506329116,825.1690217391305,Yes,Express,PayPal,4062,20.0,Other,Yes,0.0,Quarterly,Phoenix
Blouse,M,Silver,Clothing,Summer,3.3,91.0,No,Free Shipping,Venmo,2897,30.0,Female,No,2.0,Every 3 Months,Delaware
Sandals,M,Lavender,Footwear,Fall,3.6,73.0,Yes,Store Pickup,Credit Card,849,48.0,Male,Yes,33.0,Bi-Weekly,Delaware
Handbag,Free Size,White,Accessories,Spring,2.7,39.0,Yes,Express,PayPal,294,69.0,Male,Yes,33.0,Annually,Connecticut
